,tweet,likes,state,candidate,retweet_count
246,"@dankrywanio @JoeBiden Super classy considering #Trump is supposed to be tackling the opiates crisis. 😂

It really adds credibility to his campaign. 😂😂😂",70.0,Washington,Trump,
247,Another #trump caravan in Washington state today on I5 https://t.co/h4sE70kNuc,70.0,Washington,Trump,
248,Learn about how the 2020 election is rigged and how the drama is contrived by the numbers:  https://t.co/OPRWAwG7SR #GENGematria #Gematria #Biden #Trump,44.0,Washington,Trump,
249,"Hoezeer je #Trump wellicht een onsympathieke man mag vinden, ik vrees dat hij wel degelijk gelijk heeft qua fraude bij de verkiezingen. Aan de linkerkant van de politiek zit de haat zó diep, dat ze alles doen om te 'winnen'.
Die kans lopen we hier ook.
https://t.co/dWOGoXv4ei",211.0,West Virginia,Trump,
250,"Ik kots van de Nederlandse media. Vier jaar geleden huilden ze, en schreeuwden moord en brand, want die ‘vreselijke’ #Trump werd president.
En nu blazen ze allemaal de loftrompet over #Biden.
Ik wil dat niet, ik wil gewoon objectieve berichtgeving.",132.0,West Virginia,Trump,
251,"De malloten die nu massaal victorie kraaien, en denken dat het nu allemaal goed gaat komen met Amerika, het tegendeel zal waar blijken. Er komen jaren van zware ellende aan, waarbij men regelmatig zal denken : hadden we #Trump nog maar.",78.0,West Virginia,Trump,
252,"Mensen die zeggen dat het 'vreselijk' of 'schokkend' is dat #Trump zou kunnen winnen ......
Als je dan met argumenten komt, dan zeggen ze ""dat is jouw mening"", en ze willen niet verder discussieren. 
Typerend gedrag.",74.0,West Virginia,Trump,
253,"Alleen al vanwege al die bevooroordeelde anti-Trump “journalisten” in Nederland, hoop ik dat #Trump wint.
Wat een misselijke figuren.",45.0,West Virginia,Trump,
254,"People waiting four hours before #trump speaks in Janesville, Wis. #covid #swingstate https://t.co/wMLh748AN2 https://t.co/UGOQkjcQL1",291.0,Wisconsin,Trump,
255,"Today, President #Trump spoke about helping #ChaldeanChristians at a rally in #Waterford, #Michigan. There are over 200k #Chaldean-#Americans in Michigan. Chaldean-Americans overwhelmingly support President Trump in US elections &amp; helped him win in 2016.
https://t.co/IRO4cSWF9v",144.0,Wisconsin,Trump,
256,"President #Trump tweets an endorsement of @EsshakiCongress for Michigan’s 11th district. Eric Esshaki would become the first #Chaldean-#American in Congress. President Trump has overwhelming support in the Chaldean Christian community in Michigan, a key state for the US election. https://t.co/oM1XiJ8X2M",106.0,Wisconsin,Trump,
257,"She's right. No politician, regardless of party affiliation, should be subjected to this sort of threatening rhetoric. #Trump has consistently been horrible in this regard. It needs to stop. https://t.co/z6pgkj92Or",87.0,Wisconsin,Trump,
258,"#Trump's incompetence basically cancelled Halloween as we know it, and will probably result in Thanksgiving and Christmas being cancelled as we know them this year, too. Aren't you glad ""you can say Merry Christmas now"", though?",76.0,Wisconsin,Trump,
259,Secondo me anche Melania ha votato #Biden e comunque #TRUMP YOU'RE FIRED,21.0,Wyoming,Trump,
260,"Say his name: #TonyBobulinski. 

Reckoning is underway. 

@CNN, @MSNBC, @washingtonpost, @nytimes, @latimes #LaptopFromHell #Biden #Trump",9.0,Wyoming,Trump,
261,"Sorry, having a late #FF here...
@TERA1PATRICK 🔥 @CharmaneStar 🔥 
@JayAllanPhoto 📷 
@Robknowsxxx 🤓
@greenguy89 🤓
@elevatedx 💻 
@juicyads 🍊 
@RottenBananaMed 🍌 
@KINGDOMJaporn1 🍆 
@7_Veils 🤗

Keep well, safe and unlike #Trump keep it real 👌🏻",8.0,Wyoming,Trump,
262,"Trump loves America. Trump is good for ALL Americans. We cannot, we must not trust Biden. America First is what we need. #MAGA #Trump #Biden #LaptopFromHell
https://t.co/xa52PoKPzH",8.0,Wyoming,Trump,
263,Watch @TuckerCarlson on Tuesday night. #LaptopFromHell whistleblower interview for the full show. #Biden #Trump https://t.co/s3zD1JJjFQ,8.0,Wyoming,Trump,
264,"Tony #Bobulinsky just scorched Shifty @RepAdamSchiff on #Tucker Carlson.  I love this guy ... someone buy him a drink for me!!

#JoeBiden is a crook!",482.0,Alabama,Biden,
265,"@RBReich If this is a good thing, we can go ahead and get started by putting everyone who enabled the corrupt #Obama/#Biden Administration on trial! Let's get started!",246.0,Alabama,Biden,
266,"Good morning y’all this is a 99 year old WWll veteran posing in front of his barn. Awesome! Have a great day.
#Vote #Biden 
#thursdaymorning ☀️✌🏻 https://t.co/1sxwTc2o2b",215.0,Alabama,Biden,
267,"Even if #JoeBiden is elected, I willl remain extremely disappointed in my country. I don’t know how to wrap my head around this. https://t.co/XYwz9U4OS3",187.0,Alabama,Biden,
268,"LETTER TO MY FELLOW CHRISTIANS IN AMERICA ... 

I’ve never done this before; I may never do it again. But if I had only one thing to say right now, I just said it and made myself extremely vulnerable. Here is the link ... 

#Jesus #JohnPiper #Trump #Biden

https://t.co/oXgKaRBnYn",168.0,Alabama,Biden,
269,"Democrat Joe Biden defeated President Donald Trump to become the 46th president of the United States.

#election2020 #Biden #Trump https://t.co/QfMum8BQnt",50.0,Alaska,Biden,
270,"Without a doubt #Biden is the USEFUL IDIOT! for all who hate America!
#Trump2020 #VoteRed https://t.co/QTeHBUvJOG",47.0,Alaska,Biden,
271,"With millions of votes yet to be tabulated, Biden already had received more than 71 million votes, the most in history.

#election2020 #Trump #Biden
 https://t.co/SrFFjbBx6g",36.0,Alaska,Biden,
272,"Democratic presidential nominee Joe Biden visited his childhood home in Scranton, PA on Election Day. Biden was greeted by a cheering crowd and said, “It’s good to be home.” 

#Biden #election2020 https://t.co/YMWaKh75iU",19.0,Alaska,Biden,
273,"""The only candidate whose microphone will be open during these two-minute periods is the candidate who has the floor under the rules.""

#Debate #Trump #Biden https://t.co/iOGPPxnX0U",16.0,Alaska,Biden,
274,We call this a clue: #Biden https://t.co/GxA8e1XEmY,4065.0,Arizona,Biden,
275,"Prezado Governador de São Paulo,

Biden vai foder com você, ele fodeu com todos os outros com quem fez negócios nos últimos 47 anos.

#brasil #saopaulo #bolsonaro #biden #STFVergonhaNacional @allanldsantos @Biakicis @bernardokuster2 @tercalivre @LorenzonItalo @Maxcardosobr https://t.co/1pJVag9Cof",2227.0,Arizona,Biden,
276,"W Wisconsin oddano więcej głosów niż istnieje tam głosujących. To jeden z tych stanów, gdzie #Biden w nocy stracił szansę, a rano ""cudem"" odzyskał.
#wałek #Trump2020 https://t.co/cs5BJGuYGp",1619.0,Arizona,Biden,
277,"Dear Governor of Sao Paulo,

Biden will fuck you over just he fucked over everyone else he's done business with for the last 47 years.

#brasil #saopaulo #bolsonaro #biden https://t.co/1pJVag9Cof",1516.0,Arizona,Biden,
278,"#Trump wygrywał bez dwóch zdań i... przestali liczyć głosy. Ameryka poszła spać. Rano ""znajdują"" po kilkaset tys. głosów, akurat tam, gdzie #Biden nie miał już szans. I dosłownie WSZYSTKIE ""odnalezione"" głosy są na Bidena - równe 100%, a na Trumpa ZERO. PRZEKRĘT! https://t.co/ZJTsHFZr82",1198.0,Arizona,Biden,
279,@lindyli @pttrn_ntgrty I voted for #JoeBiden today! This is why I double masked and went out to #vote for this man.,59.0,Arkansas,Biden,
280,So... who’s gonna tell them? #samelliott #JoeBiden https://t.co/tKgxXBLKRR,32.0,Arkansas,Biden,
281,"After the #Bobulinski interview, #JoeBiden is a National Security Risk and his Security Clearance should be immediately Revoked. Joe is comprised and should be removed as the Presidential Nominee immediately! #BidenCrimeFamiily https://t.co/aZ7IOMQ47k",26.0,Arkansas,Biden,
282,"The way I see it is that if #Biden wins, #Trump supporters are going to say it was rigged and if #President Trump wins, Biden supporters are going to say it was rigged.

My question is which party is going to riot the most and create chaos and havoc?

#ElectionResults2020",23.0,Arkansas,Biden,
283,"@scrowder The Democrat Socialists at Twitter have censored more speech exposing the #Biden criminal cabal, than the Iron Curtain was able to hide in 50 years.

#CrookedJoeBiden is trending and cockroaches are being subpoenaed.

#MAGA
@realDonaldTrump https://t.co/irpBfPtPtn",20.0,Arkansas,Biden,
284,"I see thousands of ads every cycle - this one cuts through to the heart. Love everything about it, from young John Lewis and RBG to today’s youth leaders. Thank you Taylor Swift for lending your lyrics to this inspiring call to #vote. #onlytheyoung #biden https://t.co/I9Hy3JChxK",4977.0,California,Biden,
285,Personagens que estão apurando os votos de Nevada. #Biden2020 #Biden https://t.co/JRIoDniB6l,3790.0,California,Biden,
286,“THERE IS ONLY ONE Q”... #VoteHimOut2020 #VoteThemAllOut #JoeBiden #KamalaHarris #vote #VoteJoeBidenToSaveAmerica art by- @AK_Hevonen https://t.co/j9EMpLQNZs,3572.0,California,Biden,
287,"I'm not a #Trump supporter, but #BigTech has cast a shadow over #Biden's win. Read this letter (https://t.co/XIqosasGUX) sent Thurs. by 3 US Senators to #Google's CEO, about disturbing pro-liberal #bias we found in our 2020 #ElectionMonitoring project. 

We found a #SmokingGun: https://t.co/MzMuBf7bVu",3381.0,California,Biden,
288,"Girls get it done!!! 
Thank you @staceyabrams!!! 
This is your win and we could not have done it without you. #StaceyAbrams #Election2020 #Biden https://t.co/QODxvHSMYh",2964.0,California,Biden,
289,"Just a warning...Black women are going to be completely insufferable for the next few days

Please just let us have this 🙏🏽
#Biden #Harris",2348.0,Colorado,Biden,
290,"The Right is sharing pictures of Hunter Biden in active addiction, in an attempt to shame him and his father. Jokes on them- THERE IS NO SHAME IN OVERCOMING ADDICTION. 
Let’s see some before and afters! #RecoveryPosse #Biden #Resist #Recovery #noshame #VoteBlueToSaveAmerica https://t.co/wdGMqM2OE8",968.0,Colorado,Biden,
291,"I have 2 daughters &amp; I want them to have a full life! Right now, they are afraid to have kids because of what’s happening in our country. I’m voting #Biden #ForTheirFuture Thx @MeidasTouch for all you do! 💙 https://t.co/jWQsLPHvlL",802.0,Colorado,Biden,
292,"IMHO, this spot is one of our best. As a single mother of twins sons, I want my boys to have a father figure in a President that they can look up to. #Biden https://t.co/D7o7dqaZeb",674.0,Colorado,Biden,
293,"BREAKING NEWS:
#JoeBiden elected as the 46th president of the United States, CBS News projects. Biden has secured 273 electoral votes!
#Election2020 #CBS4 https://t.co/RB7QYlFLe8",347.0,Colorado,Biden,
294,America told Trump today: You're FIRED!!!..and it feels so good!! #PresidentElectJoeBiden #JoeBiden   #YOUREFIRED https://t.co/bLfyLTAD6z,864.0,Connecticut,Biden,
295,"Where is #BillBarr?? It has been 4 weeks since the #RoseGardenMassacre, &amp; we still have NOT heard from him! Trump is NOT happy with Barr!! They must have had a major falling out!! Probably, Barr refused to arrest #JoeBiden or #BarakObama to help in Trumps FAILING ""campaign""!!",592.0,Connecticut,Biden,
296,"Black Voters SAVED America (again) from the millions of Racist White Americans that are all over this Country, in every state/town!! Thank you! #BlackVotesMatter #BlackLivesMatter #JoeBiden #KamalaHarris",477.0,Connecticut,Biden,
297,"Louis DeJoy , as we all know, has been trying to help #Trump steal this election by hampering the US Post Office NOT deliver mail in ballots for months!! He should be Prosecuted by the DOJ in a @JoeBiden &amp; @KamalaHarris Administration!! #USPS #LouisDeJoy #JoeBiden",415.0,Connecticut,Biden,
298,Arizona is becoming my favorite state in America!! Lets Go for @JoeBiden!! #Arizona  #JoeBiden #KamalaHarris,347.0,Connecticut,Biden,
299,"Kinda wish I was somewhere I could celebrate right now. Instead I’m at an outdoor Cub Scout event in my ultra conservative county. Bet the vast majority of people here are Trumpers. 

But it’s 70 degrees, beautiful fall colors and I have the internet to celebrate with. #Biden",67.0,Delaware,Biden,
300,Peak #Delaware: #BlueHen basketball great Spencer Dunkley on hand to celebrate fellow #udel alum’s elevation to the presidency. #netde #joebiden #vote2020 https://t.co/ITj71RpRE8,41.0,Delaware,Biden,
301,Love this because it's so TRUE.  #JoeBiden #Corruption #Democrats https://t.co/loSH31QhKW,23.0,Delaware,Biden,
302,Scenes from Wilmington that wouldn’t tweet because we collectively had no internet service. We’ve got memes! Creative posters! Dance parties! #JoeBiden #Election2020 https://t.co/rw2RawxZJG,22.0,Delaware,Biden,
303,#JoeBiden #Delaware #thankyoujesus you deserve everything and more joe!!! ❤️❤️❤️❤️💞💞💞💞#KamalaHarris #prouddelawarean #46thPresident https://t.co/FhY8I4QLmE,21.0,Delaware,Biden,
304,#Biden wins https://t.co/MUi0oXgs73,22004.0,District of Columbia,Biden,
305,My best vote-counter source in #PA now predicting final #Biden victory margin of 200K - 300K. That’s a tick up from a few hours ago.,20967.0,District of Columbia,Biden,
306,".@Rasmussen_Poll: #Trump ahead of #Biden, with 52% approval rating

https://t.co/5xpiT9tC6G",18869.0,District of Columbia,Biden,
307,"Post-debate poll: #Trump leads #Biden by three points in #Pennsylvania

https://t.co/Hsze5MztOm",17383.0,District of Columbia,Biden,
308,273 and Counting. #Biden wins. #Harris will make history as #VP. https://t.co/dpjq9np074,13322.0,District of Columbia,Biden,
309,"Even better, both of her daughters (my mom and aunt) also live here in #Florida. They both voted for Trump in 2016.

Now, both are voting for #Biden.😎

Why?

“Trump’s a liar. He lies about the virus. He lies about EVERYTHING!”💥

#BidenHarris #VoteHimOut #VOTE",1733.0,Florida,Biden,
310,"@realDonaldTrump 🎥Roll the tape. These so-called “patriots” acted like Mad Max when they tried to RAM a #Biden campaign caravan off the road.

NO EXCUSE for these violent and potentially deadly actions by Trump’s supporters.🤬

#TrumpIncitesViolence #VoteHimOut #VOTE
https://t.co/JxjMqUk8t0",1712.0,Florida,Biden,
311,"🚨BREAKING: @JoeBiden’s winning margin in #Michigan INCREASES to &gt;61,000 votes (1.1%) with &gt;99% of votes counted.

Expect #Michigan to be officially called for #Biden shortly.🇺🇸💙

#MichiganForBiden #Election2020 https://t.co/NkLVEEknfD https://t.co/NVM7mEqtNT",1106.0,Florida,Biden,
312,"COMENTÁRIOS S/ NOVA PESQUISA IBD/TIPP E MAIS:

1. A última pesquisa IBD/TIPP acaba de sair com #Biden 49.5% x 44.7% #Trump (-4.7pp). 

2. Houve oscilações dentro da margem de erro desde quinta (quando a comentei em detalhe), mas vejo boas e novas observações a compartilhar.",1011.0,Florida,Biden,
313,"Ballots for #Biden suddenly appearing in #Michigan , Dumped ballots found in #Wisconsin waterways.  Ballot harvesters,er I mean counters taking ballots home overnight? #PostElection We’re going to need to #RECOUNT2020  #GA #NV  #PA #WI #MI  #NC #StopTheVote #StandTheLine #KAG https://t.co/gze9hfgQGT",897.0,Florida,Biden,
314,#Biden2020 #Biden Me after waking up and seeing Wisconsin and Michigan turn blue: https://t.co/rKEEMFlVjT,3148.0,Georgia,Biden,
315,"#Bobulinsky just said #JoeBiden’s defense of his ties to the Chinese Communist Party was #PlausibleDeniability.  

This seems like Checkmate.  

Compare this former Naval Officer’s credibility to the Vindman clown. 

#Tucker 🔥",778.0,Georgia,Biden,
316,What I said about #Biden 94 #Crime Bill on a @BlackVoices4DJT panel https://t.co/lYrmYCTkwe,752.0,Georgia,Biden,
317,"#BREAKING The @AP just called the race for Joe #Biden, following @NBCNews and @CNN https://t.co/tr5HF4R0uI",736.0,Georgia,Biden,
318,"This is completely against the rules, but apparently the rules don't apply to Democrats. #2020election #JoeBiden #KamalaHarris https://t.co/dWVMhgOynq",520.0,Georgia,Biden,
319,When you get notified for being unfollowed on IG 😂 #BiDen,4.0,Guam,Biden,
320,Here on the island of #Guam voters chose Fmr VP Joe Biden as the next President. Though even we are Americans our votes does not count https://t.co/WIx7LrlhRD   #uselection2020 #uselection #Biden #Trump,1.0,Guam,Biden,
321,@NYPDChiefofDept Tell them to aim to shoot their leg. #JoeBiden,0.0,Guam,Biden,
322,Incriminating #Biden Documents Delivered To Delaware Police Department #RudyGiuliani #Ukraine #FBI | ... https://t.co/wjYMvTupQO via @YouTube,0.0,Guam,Biden,
323,"No one burns the Dump better than himself.
#ByeTrump #Biden 👋 https://t.co/LYLCXdZPbu",0.0,Guam,Biden,
324,"@BillOReilly Did you know that #Biden won by more votes than any president in American history? Did you know that #Biden is the first to defeat an incumbent president in 25 years, that he is the 4th President-Elect in American history to do that? Did you know #Harris is the 1st woman VP?",66.0,Hawaii,Biden,
325,"@GiannoCaldwell #Biden did a press conference yesterday focused specifically on the #Coronavirus after he attended a weekly briefing on #COVID. Stop lying. 
What I notice is that even as 1,000 Americans are now dying every day, #Trump says nothing.",40.0,Hawaii,Biden,
326,@davidaxelrod Love Ireland!  Thank you for honoring our #JoeBiden,30.0,Hawaii,Biden,
327,"Trump campaign under investigation by Office of Special Counsel for improperly using the White House https://t.co/IJMiX7IN7x @realDonaldTrump
 #ComradeTrump #GOPRussia #MoscowMitch #TraitorTrump #MAGA2020 #KAG #Biden #Patriot #BidenHarris2020 #ImpeachBarr",26.0,Hawaii,Biden,
328,"@KellyannePolls All 100 Senators voted for this bill in the early 1990s, which was consistent with the Reagan era approach to drug addiction. #Biden said we now know this approach was wrong. Grow up, Kellyanne. You aren't listening to decency and democracy.",21.0,Hawaii,Biden,
329,#WTF is #Biden doing giving a speech before the #Election is over? The #DemonRats are attempting to cheat their way to victory!,74.0,Idaho,Biden,
330,If you consider yourself a #Christian and you’re still voting for #CrazyJoeBiden then you have been sleeping through church! #JoeBiden clearly represents the #DarkSide and #PureEvil The bottom line is this: if you”re voting for #Biden then you ain’t a Christian Man! 😎,37.0,Idaho,Biden,
331,"My 8 year old asked me this morning if we had a small flag we could put outside. 

“Why?” I probed.

“Because we’re Americans,” he said.

#Biden #american #BuildBackBetter",37.0,Idaho,Biden,
332,Old #CrazyJoeBiden actually called #POTUS .@realDonaldTrump #AbrahamLincoln tonight during the debate! #Biden is one really sick bastard. #Trump2020 https://t.co/4y2wyhnt1l,27.0,Idaho,Biden,
333,"I hate to send people to his website, but @JoeBiden has lost his mind. Check out his plan to ""end gun violence"".  The public must see his radical plans to ban ""assault rifles"" and ""high-capacity"" magazines.  Please help get this out there.
https://t.co/TrkiZ1vF7R

#Biden #2A #NRA https://t.co/8IaMfhef1r",23.0,Idaho,Biden,
334,"Now that #JoeBiden may be president, I wonder if he's going to help release the 100,000 #blackmen his crime bill put in prison.  Many of them received life sentences for shit that white kids do on college campuses every Friday.",1954.0,Illinois,Biden,
335,"People say they can't forgive #Blackmen for not supporting #JoeBiden, but they can forgive #Biden for locking #BlackMen up",1672.0,Illinois,Biden,
336,"@kimwood216 @fred_guttenberg @RonJohnsonWI When #JoeBiden is elected, sounds like good ol’ boy Ronnie needs to have HIS computer confiscated &amp; scanned for child porn. A lot of times it’s those who are projecting that are perpetuating the crime - ie Trump &amp; his admin, they project on a daily basis",942.0,Illinois,Biden,
337,Roland Martin is pretty excited over this whole #JoeBiden thing.  Good to see him getting some exercise.  #BlackHealthMatters https://t.co/ckpyq53OFy,904.0,Illinois,Biden,
338,"Anybody notice how quiet the #MeToo movement has been during the #JoeBiden campaign since he was accused of raping that woman?   

If she were accusing #Trump, you think they would be keeping it quiet?   

The failure of the MeToo movement is a bi-partisan issue.",729.0,Illinois,Biden,
339,Joe #Biden has a message to small business owners. #PresidentialDebate2020 #Lockdowns https://t.co/UddEaCw8LM,167.0,Indiana,Biden,
340,"If a little girl comes to either of our houses in this costume tonight, she’s getting all of the candy as well as cash. #Biden 
(via Chad Cunningham on FB) https://t.co/o0wkQ9Fznu",161.0,Indiana,Biden,
341,"“My son has not made money from #China.” -Joe #Biden 
#PresidentialDebate2020 https://t.co/wp0d6m54ON",103.0,Indiana,Biden,
342,"Joe Biden's America after he ends the oil industry.
https://t.co/OTRjngqUZ2
https://t.co/f2ATgZQO6y
#biden #oilindustry https://t.co/UjbwTFSZcw",90.0,Indiana,Biden,
343,"@EllieRushing If #JoeBiden were in charge they would have shot him in the leg 🤣🤣🤣 SMH.

Its a tragedy but that technique is laughable.

It's sad a young man wielding a weapon, threatening the lives of LEOs was shot but they have 2 make a split 2nd decision.

Stop playing Monday morning QB.",80.0,Indiana,Biden,
344,"Today, I caught up with @JoeBiden I’ve known VP since 2007. The world is different, the stakes are higher, but his resolve, his compassion, the values we share like stepping up for our neighbors, are unchanged. Can’t wait to see him in the White House. VOTE. #ia01 #JoeBiden https://t.co/WrN0dU7z2z",682.0,Iowa,Biden,
345,"🎉🌮Taco TUESDAY🌮🎉

Follow Back Resistance Party.

Follow all who:

LIKE ❤️
RETWEET 🔁
COMMENT 💬

Drop your favorite meme or gif. 
Vet as you go. Have Fun.

#Resist  #TacoTuesday #VOTE #Biden

https://t.co/RYMAYAZ08I",516.0,Iowa,Biden,
346,"We decided to be a Family Text Message for Halloween; it just so happens we have the cutest emojis around 😍😎😍🥰

#vote @JoeBiden @KamalaHarris #Elections2020 #BidenHarris2020 #HappyHalloween #JoeBiden #KamalaHarris https://t.co/hGxO41Iuqx",206.0,Iowa,Biden,
347,"Hes CRUSHING this. 

#biden 🇺🇲🇺🇲🇺🇲",189.0,Iowa,Biden,
348,"As someone who has signed that blank check in service to my country, this message from @JoeBiden rings true.... 

Go to https://t.co/UPZqa8nC93 and make your voice heard. #BidenHarris2020 #Biden
 https://t.co/yH6AgcJhyM",164.0,Iowa,Biden,
349,"I HAVE NOT FORGOTTEN THE LAST TIME #JoeBiden WAS IN OFFICE.......
GAS PRICES WENT THROUGH THE ROOF!!!!!!
THANKS @POTUS TRUMP FOR MAKING AMERICA 
ENERGY INDEPENDENT 👍
#PromisesMadePromisesKept https://t.co/YmbIMeeFTU",476.0,Kansas,Biden,
350,Future President #Biden is now ahead by 2.5 million votes in #Michigan. https://t.co/JbjTrM3bzG,149.0,Kansas,Biden,
351,"Could be 🤷‍♂️
#JoeBiden #BigGuy https://t.co/w7qpxUoWTP",120.0,Kansas,Biden,
352,"My husband and his father greeted one another 
with a hand shake.

I made hubby promise to greet our future sons with a hug.

He did not let me down.

Fathers, hug your sons. Like Joe does.
#Biden

(HUGS)",114.0,Kansas,Biden,
353,"I think it’s important to note that while tRump sulks in his bunker planning useless law suits, Biden is in meetings planning how to build back better.

#Biden",77.0,Kansas,Biden,
354,"With Video: #Palin Torches #KamalaHarris Accuses Her Of Prostituting Herself To Get Where She Is
#Debates2020 #Biden #TRUMP2020ToSaveAmerica
#PresidentialDebate2020
 https://t.co/hLBT8OLNva via @AFF_PATRIOTS",426.0,Kentucky,Biden,
355,"ICYMI - James Woods sent out a tweet that caught #Biden being the “creepy uncle” we always hear about. Really, people this is not normal!

https://t.co/nNTFWg4Y2R",312.0,Kentucky,Biden,
356,"If #Biden wins it is more of this as she has already been mentioned as a cabinet member... I say no - #KAG2020 
#Trump #MAGA2020LandslideVictory 

https://t.co/RucHipETYx",302.0,Kentucky,Biden,
357,"FYI. 

#Georgia has about 7,000 uncounted ballots.

The secretary of state has noted there are also about 8,800 overseas/military ballots requested that have not returned. 

If postmarked by Nov. 3, the state allows those to be counted by end of business Friday. #Biden #Trump",294.0,Kentucky,Biden,
358,BREAKING: @JoeBiden takes the lead over @realDonaldTrump in #Georgia by 917 votes. #Trump #Biden,212.0,Kentucky,Biden,
359,Them racist bitches mad 😂😂🇺🇸 #JoeBiden #DonaldTrump https://t.co/2c1umXtswa,1167.0,Louisiana,Biden,
360,"@realDonaldTrump VOTE! VOTE! VOTE!
Vote for #JoeBiden https://t.co/oNIxcoZkEk",480.0,Louisiana,Biden,
361,I’m up 😀 I’m Screaming and Screaming it Louder ! God has the power 🙏🏽💪🏾congratulations to our New Presidents #biden #harris https://t.co/ftqUj2wqO0,394.0,Louisiana,Biden,
362,"@realDonaldTrump CAN ANYBODY REALLY VOTE FOR THIS? 
We can do better America, Vote for #JoeBiden https://t.co/pDPeIwvfh1",333.0,Louisiana,Biden,
363,@realDonaldTrump When #JoeBiden becomes #POTUS the American people will again be able to get a good night's sleep. https://t.co/rdUlhJ6qII,318.0,Louisiana,Biden,
364,"Nach vier Jahren #Trump, atme ich richtig auf, wenn ich #Biden sprechen höre. Endlich wieder Sätze, die Sinn machen, nicht voller Hass und Lügen sind. Ich habe Hoffnung 🤞🏼 #Elections2020 #BidenHarris",85.0,Maine,Biden,
365,"Ironic that the one time #joebiden was able to speak coherently, he was honest in his claim to put together the “biggest voter fraud” scheme in US history. 

#ElectionFraud #JoeChina #Biden",69.0,Maine,Biden,
366,"We're at 248, Michigan and Nevada will get us 270 and the win. 

#resist #Vote2020 #Biden #CountAllTheVotes #mepolitics https://t.co/R4OJEI6Xcr",64.0,Maine,Biden,
367,"What I'm seeing when it's all over is that a thank you trip to #Omaha #Nebraska may be on order.

#resist #VoteBlue #Biden #CountAllTheVotes #mepolitics https://t.co/L7MV1cAnL2",59.0,Maine,Biden,
368,"@ProjectLincoln I voted in #Maine for #JoeBiden and #SaraGideon.

Susan Collins is probably very concerned right now. https://t.co/KL6AgpSq0n",40.0,Maine,Biden,
369,"@brycetache My Mom turned 90 in June- but no celebration because this administration mismanaged this pandemic! She was R her whole life and went so far as to change parties, so she could vote for #biden in the primaries. And now #BidenHarris for the win. Here’s to our Moms!",253.0,Maryland,Biden,
370,"Upon deep reflection and hours of contemplation I have come to the conclusion  that I cannot, in good conscious vote for Hunter Biden. Instead i will be voting for his father, the actual democratic candidate #JoeBiden.",236.0,Maryland,Biden,
371,FUCKING HELL!!!!! JOE BIDEN IS THE 46TH PRESIDENT OF THE UNITED STATES OF AMERICA 🇺🇸 💃🏽💃🏽💃🏽💃🏽💃🏽💃🏽💃🏽💃🏽💃🏽💃🏽💃🏽💃🏽💃🏽💃🏽💃🏽💃🏽💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙😭😭😭😭😭😖😬😬😬 #JoeBiden,121.0,Maryland,Biden,
372,"Four years ago the Electoral College voted to set the clock back.This Tuesday let the people vote to set the clock forward. 
#Biden/Harris2020",78.0,Maryland,Biden,
373,". We now have a chance to restore Equity and Equality with President Elect @JoeBiden! #JoeBiden 

#DealWithIt @realDonaldTrump #YOUREFIRED https://t.co/mAqzfRJyET",73.0,Maryland,Biden,
374,".@realDonaldTrump would have withdrawn the US from #NATO in a second term. Nobody should understate the power of the US commander in chief to do harm or good. In #JoeBiden we have chosen a man who will strengthen, not flee — build, not burn. https://t.co/hI9tgjnChI",1676.0,Massachusetts,Biden,
375,One man’s endorsement meant more than any other’s: @WhipClyburn. He made #JoeBiden’s South Carolina turnaround happen. It is a joy to hear his elation for our country now on @msnbc: https://t.co/J5IqfDJcUQ,1631.0,Massachusetts,Biden,
376,"$10,000 cash give giveaway: If either Presidential Candidate gets 366 or more electoral votes (Obama had 365 in 2008) in #Election2020 Ill give 10 lucky followers $1000 each! Must follow me- RT &amp; Like this to be eligible. #DakotaCashBombGiveAway #Biden #Trump (Will do live draw)",1209.0,Massachusetts,Biden,
377,"“Keep the faith, guys. We’re gonna win this.” - #JoeBiden at 12:45am",1200.0,Massachusetts,Biden,
378,“Or if the election is stolen somehow.” The fact that this parenthetical needs to be added is a devastating indictment of Trump and a testament to the fragility of our democracy and the need to elect #JoeBiden so no future election invites this fear. https://t.co/iEsq18b2R7,871.0,Massachusetts,Biden,
379,I’m proud that #Detroit was a huge part of electing #JoeBiden president. Friday the court dismissed Trump’s claims of vote problems in Detroit for complete lack of evidence.,857.0,Michigan,Biden,
380,"#JoeBiden wins #Michigan in the #2020Election, per @AP_Politics https://t.co/kX6HJ02h2v",643.0,Michigan,Biden,
381,"Everyone please #Retweet this so that we can get this message out to Democrats and Independents. So many would change their votes if only they knew the truth. Together we can overcome the censorship.
#BidenHarris2020 #JoeBiden #HunterBiden 
https://t.co/mn0pdkwF9q",540.0,Michigan,Biden,
382,"Scenes in #Detroit, Michigan on Nov. 7, 2020 after #JoeBiden was declared president-elect. https://t.co/DUbR4XjcNO",275.0,Michigan,Biden,
383,"Jennifer Lopez Endorses #JoeBiden.

#JoeBidenKamalaHarris2020
#VoteBidenHarrisToSaveAmerica
#Vote2020 

#ONEV1
#FreshTweets
#EveryVoice
#DemVoice1 https://t.co/3zxuq9vxFK https://t.co/TfJTAVeEPW",191.0,Michigan,Biden,
