,tweet,likes,country,candidate,retweet_count
3212,"Plot that brought would-be assassin to #Biden's revealed, as list of violent threats grows longer 

https://t.co/BbHrhVNpZJ

19 years old. guns, explosives. &amp; HALF A MILLION DOLLARS?

This didn't make the news?

 #p2 #news #politics 

#Vote like your life depends on it.

It does.",,Sierra Leone,Biden,4.0
3213,"Don't assume #JoeBiden has the #election won. Polls look good for him now &amp; pundits are making it sound like he's already won.

But remember 2016? How THAT turned out?

Don't assume that Biden has won.

#p2 #news #politics #election 

#Vote like your life depends on it.

It does.",,Sierra Leone,Biden,3.0
3214,"#Biden Team Cancels #Texas Event After Highway ‘Ambush’ by #MAGA Cavalry

https://t.co/jmSZar67yo via @thedailybeast 

This could have gotten someone killed. #Republicans, proud of such behavior?

#p2 #news #politics #election  

#Vote like your life depends on it.

It does.",,Sierra Leone,Biden,3.0
3215,"#Facebook and #Twitter restrict controversial #NewYorkPost story on #JoeBiden 

https://t.co/y1mG6B4DhS

#FoxNews &amp; the Post have jumped all over this #fakenews. &amp; the story is already falling apart.

#p2 #news #politics #election #RT 

#Vote like your life depends on it

It does",,Sierra Leone,Biden,1.0
3216,"#Trump seethed at follow-up questions in town hall, while #Biden went overtime talking to voters 

https://t.co/yvc7d4sKnb

#p2 #news #politics #election 

#Vote like your life depends on it.

It does.",,Sierra Leone,Biden,1.0
3217,"For those still deciding whether to give @JoeBiden your vote, here's a little story that shows what he's like-- and why he deserves your trust.

Over nearly a decade of staffing #JoeBiden, we took a number of helicopter flights in #Afghanistan...
&lt;1/ &gt; https://t.co/4MbsguXukR",,Singapore,Biden,1907.0
3218,"BREAKING: Joe Biden wins Pennsylvania, to be elected 46th US President, project AP, US networks https://t.co/6FzMuhzUku
#POTUS #DonaldTrump #JoeBiden #ElectionDay #Election2020 https://t.co/wA5bZURGKi",,Singapore,Biden,863.0
3219,"🇺🇸Who won final #PresidentialDebate between #President @realDonaldTrump vs. Fmr #VP @JoeBiden or @NBCNews Moderator @KWelkerNBC?
#TrumpPence vs. #BidenHarris be sure to vote 3Nov! Please #Vote in our https://t.co/dqA26IXupR #Poll. Who won, #Debates2020: #Trump, #Biden, #Welker?",,Singapore,Biden,156.0
3220,"I've been to @joebiden's home: I was his staffer for nearly a decade, and he used to invite all staff to his home for annual thank-you celebrations.  Because that's who he is.

This isn't #JoeBiden's home. https://t.co/FbLQ1FOwsS",,Singapore,Biden,38.0
3221,WATCH: People celebrate on the streets of Washington DC near the White House after #JoeBiden was declared the winner of #Election2020 https://t.co/TaBLnuRoSc https://t.co/YSBrUlxKzB,,Singapore,Biden,30.0
3222,"Don't be shy #EU leaders, follow this. -  @kmitsotakis congratulates President-elect #Biden https://t.co/AscRglqCox @ZuzanaCaputova, @i_matovic, @IvanKorcok, @eucopresident, @vonderleyen, @EP_President.",,Slovakia,Biden,2.0
3223,Meet the contenders for #Biden’s Cabinet https://t.co/C3HnTG1we8 via @politico,,Slovakia,Biden,2.0
3224,The U.S. Presidential Election: Managing the Risks of Violence https://t.co/ebF7xBx38P via @crisisgroup #Election2020 #ElectionDay #Trump #Biden,,Slovakia,Biden,1.0
3225,Matisak's blog - Should we be worried about post-election violence in #America? https://t.co/6fFXvEvijn #Trump #Biden #Election2020 #ElectionDay,,Slovakia,Biden,1.0
3226,Matisak's blog - #Biden or #Trump?: What the world (especially the EU) should expect? https://t.co/Asw9iLdfxr #politics #foreignpolicy #Election2020,,Slovakia,Biden,1.0
3227,Black Lives DON’T Matter if You Vote Biden/Harris https://t.co/GB6txYpJsI #ados #bidenharris2020 #biden #ados,,Slovenia,Biden,1.0
3228,"Svetovalec IPM Inštituta, @KlemenBalanc, je v včerajšnjih Odmevih podal komentar na zadnjo debato med ameriškima predsedniškima kandidatoma in potek njunih kampanj.

https://t.co/ITm6fZcJB4

#IPMInštitut #IPMGroup #politika #Odmevi #RTV #ZDA #Biden #Trump #volitve #kampanja",,Slovenia,Biden,1.0
3229,"Hard left organizing to fill *appointed* positions in a #Biden admin with fellow radicals. Now #Trump hands them the potential to do that with *any* government post.
And #MAGA thinks it's genius.
Am I immune to some disease that destroys the ability to think more than 4yrs ahead? https://t.co/rawbXOeKgy",,Slovenia,Biden,1.0
3230,"@JordanUhl @tunit20 They finally came to the realization that #JoeBiden and the #DNC* are, through their greed and ineptitude, going to burn it all down anyway. 

*a private corporation https://t.co/zPcOnE8ccz",,Slovenia,Biden,0.0
3231,@kayleighmcenany The world is literally fed up with the current administration. You may be fooling the extreme right base but any half-brained person is utterly shocked every time we hear anything coming from the White House. Cheers from Europe for President Biden 🥳 #JoeBiden #president,,Slovenia,Biden,0.0
3232,"Dimuqraadiyaddu waa laba yey iyo wan yar oo u codaynaya koodii uu qado u noqon lahaa.""

Cidii tidhi lama aqaan balse waa hadal xaqiiq ku salaysan.

👎#JoeBiden 👎#Obama https://t.co/e1sDPxjlxM",,Somalia,Biden,2.0
3233,"The best finale of #ElectionResults2020 would be:

1. FOX NEWS to be the first media outlet to confirm #JoeBiden has reached 270 and will be the next president.

2. Sean Hannity to make the announcement.

3. Watch the #Trump meltdown on live TV.

I call that a GOOD ENDING.",,Somalia,Biden,2.0
3234,Congratulations to #JoeBiden the 46th President of the United States and #KamalaHarris the first female VP in the US history https://t.co/vsLj5f5XFR,,Somalia,Biden,2.0
3235,Make calls for #JoeBiden https://t.co/ckrwaIvrN5,,Somalia,Biden,1.0
3236,"Joe Biden wins Virginia 
 #Biden #Vote2020 https://t.co/UCkXam4efn",,Somalia,Biden,1.0
3237,"Gauteng, we are doing two December road trips to the beautiful province of mpumalanga🏝️⛲🌊☀️🏌️‍♀️⛱️🏞️⛲...
🔸Dm @tumi_monakhisi  or Call 0716236916 for more info
🔸The trips are on 10 - 13 &amp; 24 - 27 December 2020 

#JoeBiden
#USElectionResults
DJSBU
GirlTalkZA https://t.co/HhvL0l6itn",,South Africa,Biden,168.0
3238,"Gauteng, we are doing two December road trips to the beautiful province of mpumalanga🏝️⛲🌊☀️🏌️‍♀️⛱️🏞️⛲...
🔸Dm @tumi_monakhisi  or Call 0716236916 for more info
🔸The trips are on 10 - 13 &amp; 24 - 27 December 2020 
#BHOVAMANIA
#JoeBiden
USElectionResults
DJSBU
GirlTalkZA https://t.co/RhOAB2GpQ0",,South Africa,Biden,144.0
3239,6 more electoral-votes and #JoeBiden takes it 🇺🇸 https://t.co/900NLhNMLw,,South Africa,Biden,138.0
3240,"Gauteng, we are doing two December road trips  to Durban🏝️⛲🌊☀️🏌️‍♀️⛱️🏞️⛲...
🔸The trips are on 3 - 6 December 2020 and 17 - 20 December 2020 
🔸Dm @tumi_monakhisi  or Call 0716236916 for more info

#BHOVAMANIA
#JoeBiden
USELECTIONRESULTS
DJSBU
GIRLTALKZA https://t.co/VYbdirkf4R",,South Africa,Biden,138.0
3241,This clip of Van Jones on CNN is moving https://t.co/ZIOgjtKcxe #Biden 🇺🇸,,South Africa,Biden,95.0
3242,"FACTS: @JoeBiden has been accused of sexual assault, made numerous racist comments (including saying if you don't vote for him ""you ain't black"" and calling a black TV host ""junkie""), and he likely helped his son engage in corruption with Ukraine while serving as VP. #JoeBiden",,South Korea,Biden,10.0
3243,"#Biden victory signals stronger alliance with #SouthKorea, different approach to #NorthKorea 
https://t.co/IAYEoj3GI3",,South Korea,Biden,7.0
3244,"President Moon to seek new teamwork with #Biden over #NorthKorea, 'top-down' diplomacy in doubt 
https://t.co/yZR109naCz",,South Korea,Biden,6.0
3245,"지난 3일(현지시각) 치러진 미국 대통령 선거에서 조 바이든 민주당 후보가 승리했다고 CNN 방송과 뉴욕타임스(NYT) 등 미국 언론들이 7일 보도했습니다. 
#USelection #PresidentialElection #JoeBiden #미국 #조바이든 #미국대통령선거 #DonaldTrump #도널드트럼프 #조선일보 #chosunilbo #chosun https://t.co/E6WdlpcvVh",,South Korea,Biden,5.0
3246,"President Moon sends congratulatory message to #Biden, hopes to work together to develop alliance 
#SouthKorea #UnitedStates #Election2020 
https://t.co/Rkhq2zbsOD",,South Korea,Biden,5.0
3247,"Saw an interesting post about the elections yesterday. Don't remember who wrote it, but it stuck with me. The writer 'said' something like; 'whether #Trump or #Biden, your problems are still going to be your own fault'. This goes beyond politics of course; own your problems.",,South Sudan,Biden,1.0
3248,Just realizing @AJEnglish is updating this page every 30s.. and I’m still obsessively refreshing this page.. #USElections  #biden #refresh #news #CountEveryVote #CountAllTheVotes https://t.co/6SF3fFrYVs,,South Sudan,Biden,0.0
3249,"#EEUU | He aquí el momento exacto, en el que presentadores de #CNN se quedaron petrificados 😦 con el aumento istantáneo de 110.000 a favor de #Biden en #Wisconsin ; estado clave para garantizar la reelección del presidente @realDonaldTrump #Elections2020 https://t.co/Wv4o4xjI5W",,Spain,Biden,1271.0
3250,"‼️ Lo tenemos: #Biden gana las #elecciones en #EEUU 

#ByeByeTrump https://t.co/GHjrnQo6TV",,Spain,Biden,598.0
3251,Kamala Harris será la primera mujer vicepresidenta de Estados Unidos 💪 #ElectionCount2020 #Eleccion2020 #Elecciones2020 #JoeBiden https://t.co/LYIjTkqjYq,,Spain,Biden,307.0
3252,"#EEUU 🇺🇸 | Declaración del presidente #Trump:
""Esta elección está lejos de terminar. #Biden no ha sido certificado ganador de ningún estado, y menos de estados disputados que se dirigen a recuentos obligatorios y desafíos legales"". 
🎥 vía @ResisTemplario https://t.co/HseEqgY1lr",,Spain,Biden,227.0
3253,"#EEUU #Elections2020 | ¡VÁLGAME DIOS!... ¿El voto por correo, realmente, era necesario para resguardar la “salud” de la población o para poder hacer fraude?.

#EnVideo los simpatizantes de #Biden salen a la calle, en plena PANDEMIA, a celebrar🙄https://t.co/ZVnw0HA7TG",,Spain,Biden,223.0
3254,"TRUMP VS BIDEN RAP BATTLE 😂🌸

#USElection #Trump #Biden #AmericaDecides2020 #Florida #Texas #ElectionNight #ElectionResults2020 #Election2020 #elections #eleccion2020 #TrumpMeltdown #USElection2020 https://t.co/gtXDiiufMG",,Sri Lanka,Biden,85.0
3255,"Cartoon by Wasantha Siriwardena

#USAelection2020 #Elections2020 #JoeBiden #DonaldTrump #USPresidentialElection https://t.co/QdEaPnHaUv",,Sri Lanka,Biden,10.0
3256,"அமெரிக்க ஜனாதிபதி தேர்தலில் ஜோ பைடன் வெற்றி

#USA | #USAElections2020 | #USPresidentialElections2020 | #USElectionResult | #DonaldTrump | #JoeBiden https://t.co/gm1JCY6KsN",,Sri Lanka,Biden,8.0
3257,"US Presidential candidate Joe Biden is now just six electoral votes away from the Presidency.

Donald trump claims the integrity of the system and the Presidential Election has been damaged

#Elections2020 #USElectionResults #Biden #TrumpvsBiden",,Sri Lanka,Biden,7.0
3258,"JUST IN: Joe Biden's campaign manager says the candidate is on track to win the US Presidential Election - Foreign Media

#ElectionNight
#Biden #USElections",,Sri Lanka,Biden,5.0
3259,"Breaking | Seven days before the #elections ... an audio recording of Hunter Biden, son of Democratic Party candidate Joe #Biden, confessing to having set up a company worth hundreds of millions of dollars with a wealthy business partner

https://t.co/kJ8epg5Oz4

#TimesOfSudan",,Sudan,Biden,2.0
3260,"شت يا مان 😂 ديل تغريداتهم بتنزل بي لايكاتها و رتويتاها 😂😂
مشروع لنكولن دا مشروع عملوه امريكين بحاولوا ينشروا الوعي بين الناس بعيداً عن الدعايات المضلله 🌹 و اسي مستلمين ترمب ماسحين بيهو الواطه 😂
#Biden https://t.co/UjcmAJNWlx",,Sudan,Biden,1.0
3261,"Breaking | Hunter #Biden says that the name of the spy director is Barrick Howe, whom he admitted to representing, who established a company with the partner of the disappeared merchant,

https://t.co/ET9DbC4lpz
#TimesOfSudan",,Sudan,Biden,1.0
3262,"انتهى! وين سراديب العزاء للقيام بالواجب لايتام المعتوه #ترامب 
#Biden 
#Election2020 
#ElectionNight 
#COVID19 
#ترامب",,Sudan,Biden,1.0
3263,"#Breaking | #Biden, President of the United States of #America
#TimesOfSudan https://t.co/FkzcVKcNbY",,Sudan,Biden,1.0
3264,"Trump lied again during his debate with #JoeBiden about having #COVID19 under control. 83.000 new cases today! Because DT has no plan. He doesn't want to protect Americans against Covid19. And it's so simple to play down the virus.
#TrumpLiedPeopleDied 
#VoteThemAllOut https://t.co/aa7X6RLvr1",,Suriname,Biden,1.0
3265,"Republican pollster Frank Luntz has slammed Donald #Trump and his re-election campaign for focussing on #JoeBiden’s son Hunter and not issues relevant to voters.
He is calling the Trump re-election campaign the worst he’s ever seen

https://t.co/k1MqZC6mKe",,Suriname,Biden,0.0
3266,"So, Trump claimed during the debate with #JoeBiden that Covid19 was under control. But this is reality: Omg! We posted an all time high today. 
83,000 new covid cases. 
Conclusion: This was just another Trump lie.
#TrumpLiedPeopleDied
#VoteTrumpOut 
#VoteBidenHarris",,Suriname,Biden,0.0
3267,"JoeBiden , of course. Because he did this before. He saved the American cars industry. And they paid back every dollar. #JoeBiden has a plan to improve the economy, Trump's only goal is taking more taxmoney and give it to the richest Americans. #VoteJoeBidenToSaveAmerica https://t.co/PlOPIC41L6",,Suriname,Biden,0.0
3268,"Countries like Denmark and NewSealand do have the second #Covid19 wave under control. In both countries the testing is very well organized. And an inportant part of the strategy. In Denmark every Dane is tested. The tests are processed by robots
 #JoeBiden has a plan. #VoteBlue https://t.co/Jhq6Vz9iN5",,Suriname,Biden,0.0
3269,"🇺🇸 

This one deserves endless retweets!

“Do you know who gave you that?”

“The next President of the United States”

😀

#kindness #JoeBiden #Biden #BidenHarris2020 #bidenspeech 
https://t.co/9FRwauUWMU",,Sweden,Biden,1043.0
3270,"@guarimbamia @jotavino @AryaStark_VE @DouglasCotoPorV @ipsubnet0 @egipto69 @lfvillarroel @Calleigh_D @linaemachado @moraviet @coromotina77 @arturote8 @ProtestaMilitar @Uxia59572409Ma @NinaSosVe @jorfanelli_2 @KhintiIa @lala1ita @2_WhistleBlower @jmolinervlc @RhudwolfR @38_Cicero @Ainea_ @1Z8b0Iln9 @DulceTosta @sangreechinche @MariaV_Iberica1 @Blondy_Llanera @1elvispadilla @DulceMariaTosta @garciabanchs @JAVnzlano @tony73_ @LilianaSnchez9 @yelarvel @sangredeprocer @ARRECHOAMARGO @DulceMTostaR @Vzlacatirrun @EquipoTAC @Charlyee11111 @jorgelcardenas @kikifouc @Mapache18 @POTUS @realDonaldTrump ➠ La #FalsaOposición (.@jguaido .@leopoldolopez)
se articula con la gente del #PartidoDemócrata para apoyar a .@JoeBiden⚠️
➠ Una hipotética presidencia de #JoeBiden restablecería las relaciones con #Cuba🇨🇺 y #Venezuela🇻🇪
➠ MÁS #DIÁLOGOS$, 💰💵
💬
.@humbertotweets
🏛#REPÚBLICOS https://t.co/Wh1cAfvk68",,Sweden,Biden,148.0
3271,"👓 

History doesn’t have many examples of democracy beating fascism in the ballot box. 

Some day you will remember younger generations that it can be done. 

And that you shouldn’t give up hope. 

That is when you will mention this day: 

7 November 2020.

#Biden #alexnote https://t.co/mwFWK37biH",,Sweden,Biden,139.0
3272,"@2_WhistleBlower @ProtestaMilitar @coromotina77 @lfvillarroel @ipsubnet0 @Calleigh_D @linaemachado @jotavino @KhintiIa @egipto69 @AryaStark_VE @RhudwolfR @Gordy82439506 @arturote8 @DulceMTostaR @guarimbamia @DulceTosta @DulceMariaTosta @Uxia59572409Ma @lala1ita @Vzlacatirrun @Charlyee11111 @yelarvel @38_Cicero @DouglasCotoPorV @1elvispadilla @jorfanelli_2 @moraviet @NinaSosVe @jmolinervlc @Ainea_ @1Z8b0Iln9 @sangreechinche @Blondy_Llanera @garciabanchs @tony73_ @LilianaSnchez9 @sangredeprocer @jorgelcardenas @Mapache18 @POTUS @realDonaldTrump @VP @Southcom @AFranceschiG @merycvidal01 @Mike_Pence @StevePieczenik @StateDept ""Miembros Honorables de nuestras comunidades Militares, Civiles y de Inteligencia en el Gobierno, entendieron exactamente lo corrupta que es la maquinaria de los #demócratas$ y de #JoeBiden❕""
🗨
✒#StevePieczenik
.@StevePieczenik
➷
⇨ #StingOperation
➶
⇉ 🦅#𝗧𝗥𝗨𝗠𝗣𝟮𝟬𝟮𝟬 https://t.co/hInHInQNZF",,Sweden,Biden,105.0
3273,"🇺🇸 

Listen to this: amazing to see @BernieSanders accurately predicting what would happen, he was correct on the states, the early lead of Trump, the catching up of Biden in the following days, and the spinning by Trump. 

#Biden #BidenHarris2020 
https://t.co/BkztaI9ANf",,Sweden,Biden,84.0
3274,"美國卡通South Park 八年前預言, 中共參與大選, 在搖擺州用假選票幫民主黨作弊😀
#Elections2020 #美國大選 #USElection #DonaldTrump #JoeBiden #Video #SouthPark https://t.co/WQb1AfjMwp",,Switzerland,Biden,226.0
3275,"🇺🇸 USA | Estados Unidos | EE.UU. 🇺🇸

""El software corrupto transfirió miles de votos de #Trump a #Biden"".

Ahora hemos descubierto que 47 condados usaban este mismo software.

https://t.co/B4IewvwKUp",,Switzerland,Biden,135.0
3276,"#Biden presidente electo (de momento) que no presidente.

Aquí tenéis al presidente ""ELECTO"" que  jamas pisará La Casa Blanca 👇🏻

https://t.co/p4QB3SPZsm",,Switzerland,Biden,91.0
3277,"Kaum zu glauben, dass das heute gesagt werden muss: 

Eine Wahl ist nicht dann vorbei, wenn ein Kandidat, ein Präsident oder sonstwer das behauptet. Sie endet, wenn alle gültigen Wahlzettel ausgezählt sind. It's called democracy.

#srfUSwahlen #election2020 #Trump #Biden",,Switzerland,Biden,89.0
3278,"#Elecciones #Elecciones2020

20/01/21 ¿Quién será el próximo presidente de los 🇺🇸 Estados Unidos? 

⚖️ Corte Suprema #Trump 🔁 RT 

📺 Medios de comunicación #Biden ❤️ LIKE https://t.co/OuCLgfPhiG",,Switzerland,Biden,83.0
3279,"اي ومع هيك 
#JoeBiden https://t.co/TgDDOntTMd",,Syria,Biden,7.0
3280,"الحقيقة ضربة موفقة هي عالوتر تماما 
#JoeBiden https://t.co/pkXAuyCHCC",,Syria,Biden,4.0
3281,"#Biden is 10 times more worse then #Trump wait till it hits the world what democrats have actually done 

#TrumpVsBidenFight
#ElectionResults2020",,Syria,Biden,3.0
3282,"From #Syria:  Former president #Trump fought the real democrcies and allied himself with the worst dictatorships. We hope #Biden's America will be exactly the opposite.
@JoeBiden @KamalaHarris @BarackObama @SpeakerPelosi",,Syria,Biden,3.0
3283,"Trump or Biden: An American cliffhanger

By :Steven Sahiounie, journalist and political commentator

#donaldtrump #JoeBiden #USA #Trump #washington #Florida #washington #new_yourk #election2020 #california #Chicago #CNN #Congress 

https://t.co/CQt1AwszUH",,Syria,Biden,2.0
3284,"獨家追擊｜這場意外，讓拜登兒子、台灣總統和中國領導同台破局
#拜登 #林俊良 #杭特 #HunterBiden #JoeBiden @JoeBiden #王金平 #馬英九 #馬王政爭 #蘋果調查 #蘋果獨家 #中國 #china #台灣 #taiwan #蘋果新聞網 #appledailytw #appledaily 
→→https://t.co/4of727jyZq https://t.co/kRaoxl2cYN",,Taiwan,Biden,56.0
3285,"RT&gt;

國民黨太子黨 #連勝文 的好哥們
前立委 #謝國樑 蹭 #JoeBiden 的兒子 #HunterBiden…

#凡走過必留下痕跡
#就叫你不要放閃po文 https://t.co/EVxSalZ3DF",,Taiwan,Biden,47.0
3286,"獨家｜拜登兒子曾訪台「神祕牽線人」曝光，密會金融高層吳敦義女兒代父現身
#拜登 #JoeBiden @JoeBiden
 #蘋果調查 #吳敦義 #대만 #台湾 #Taiwan #台灣 #中國 #china #蘋果獨家 #蘋果新聞網 #appledailytw #appledaily  
→→https://t.co/RolkcbIczy https://t.co/Z6uEuQJXnA",,Taiwan,Biden,38.0
3287,"不斷更新 | 最高法院下令賓州｢隔離｣投票日後寄達選票，拜登演說恐延後
#賓州 #Pennsylvania #川普 @realDonaldTrump #donaldtrump #拜登 #JoeBiden @JoeBiden  #vote2020 #election2020  #uselection #美國大選 #美國總統大選 #蘋果新聞網 #appledailytw #appledaily 
→→https://t.co/CL6Hj4N08I https://t.co/6TzlBxfbYz",,Taiwan,Biden,19.0
3288,"不斷更新｜川普陣營宣稱拿下佛州！選舉人票138：129領先拜登，互動地圖報票看《蘋果》
#川普 @realDonaldTrump
 #donaldtrump #拜登 #JoeBiden @JoeBiden  #vote2020 #election2020  #uselection #美國大選 #美國總統大選 #蘋果新聞網 #appledailytw #appledaily 
→→https://t.co/ds4mziWCZh https://t.co/9GALLT0i4K",,Taiwan,Biden,17.0
3289,@KeohaneDan Yeah. And no USA deal with #Biden administration either! Cant keep laughing! https://t.co/zY8ECYtZA5,,Tajikistan,Biden,0.0
3290,@JohnCourt20 @Nigel_Farage I am #JoeBiden #Winner,,Tajikistan,Biden,0.0
3291,"Dear America, you got conned. You voted against your values, in exchange for lower taxes and end of abortion. What you got is a shattered economy, thousands deaths and international humiliation. Vote for #Biden to get your soul back. He will look after you. He is a decent man. https://t.co/4KSzC43mDg",,Tajikistan,Biden,0.0
3292,@realDonaldTrump @JoeBiden #Election2020results #JoeBiden #DonaldTrumpIsOverParty #DonaldTrump #JoeBidenKamalaHarris2020 #JoeBidenPresidentElect https://t.co/85G0eCsf1g,,Tajikistan,Biden,0.0
3293,"JOE BIDEN AMBWAGA TRUMP UCHAGUZI MAREKANI

Mgombea urais kwa tiketi ya democrat #JoeBiden ameshinda uchaguzi mkuu wa Marekani kwa kumpiku Rais aliye madarakani, Donald Trump kwa kufikisha kura hitajika za wajumbe wa majimbo ambazo ni 270 pekee. https://t.co/5H1tfpqBE3",,Tanzania,Biden,6.0
3294,"Tucker reports that the laptop is definitively Hunter Biden’s based on contents that only could be known/produced by Hunter. Now that it’s demonstrated, I’m sure the news outlets will pick up stories of how #Biden enriched is family through access while in office. https://t.co/Rgub1svakM",,Tanzania,Biden,5.0
3295,"Mapya yaibuka Trump kutilia shaka mchakato wa uchaguzi Marekani 
#Trump2020
#Biden  https://t.co/F8CaW0FcxS",,Tanzania,Biden,4.0
3296,Joe #Biden sets fundraising record with $383m in September https://t.co/PLFbYCML8d,,Tanzania,Biden,2.0
3297,"Kwaiyo mpaka sasa #Biden bado hajashinda tuu? 

@kigogo2014 https://t.co/0cWo4KWcRi",,Tanzania,Biden,2.0
3298,บรรยากาศในบริเวณ Black Lives Matter Plaza ประชาชนออกมาเฉลิมฉลอง แสดงความดีใจ หลังโจ ไบเดน ชนะเลือกตั้งในวันที่ 7 พ.ย.  #ThaiPBS #JoeBiden #Election2020 https://t.co/Illdbg7a6X,,Thailand,Biden,232.0
3299,โจ ไบเดน ชนะเลือกตั้ง เป็นประธานาธิบดีคนที่ 46 ของสหรัฐฯ สื่อหลายสำนักรายงานแล้ว #USElection2020 #JoeBiden  #เลือกตั้งสหรัฐฯ,,Thailand,Biden,185.0
3300,"BREAKING: ‘Joe Biden’ ชนะการเลือกตั้งได้เป็นประธานาธิบดี คนที่ 46 ของสหรัฐอเมริกา โดยได้รับคะแนนเสียงมากที่สุด และมีอายุมากที่สุดในประวัติศาสตร์ของสหรัฐอเมริกา

#TheReporters #เดอะรีพอร์ตเตอร์ #JoeBiden #ประธานาธิบดีสหรัฐอเมริกา https://t.co/HVwlXf4nuZ",,Thailand,Biden,164.0
3301,"ด่วน!!!
หลายสำนักข่าวประกาศให้
""โจ ไบเดน"" #JoeBiden
เป็น(ว่าที่)ประธานาธิบดีคนที่ 46
ของประเทศสหรัฐอเมริกา
หลังจากได้รับชัยชนะใน""เพนซิลเวเนีย""
#Election2020 https://t.co/VcKh53hYqf",,Thailand,Biden,112.0
3302,บรรยากาศความคึกคัก ที่ไทม์สแควร์ ในนิวยอร์ก ชาวอเมริกันต่างพากันเฉลิมฉลองพร้อมธงสีน้ำเงิน หลังจาก โจ ไบเดน ชนะการเลือกตั้งประธานาธิบดีสหรัฐฯ เมื่อวันที่ 7 พ.ย. 63 และได้กลายเป็นว่าที่ ประธานาธิบดีสหรัฐฯ คนที่ 46  #ThaiPBS #JoeBiden #Election2020 #ThaiPBSPhoto https://t.co/nVhn6xJgi3,,Thailand,Biden,102.0
3303,"My Jamaican father : ""We can now have stew peas, jerk chicken and curry mutton in the whitehouse"" #Election2020 #JoeBiden",,The Bahamas,Biden,5.0
3304,"#VoteHimOut - SHOP NOW. https://t.co/kmRmyY87jp
#Debates2020 #DebateTonight #Debatenight #debates #JoeBiden #BidenHarris2020 #HarrisBiden #DumpTrump https://t.co/BYZg6jk2J7",,The Bahamas,Biden,1.0
3305,"Dang man I'm not doing too hot, am I...#biden #trump #notdoingtoohot #massiveL #oof https://t.co/OmE05xYLwW",,The Bahamas,Biden,1.0
3306,#Biden #Trump https://t.co/PzhJY2Vs6n,,The Bahamas,Biden,1.0
3307,Is Lara Trump the new Kellyanne Conway who has been criticized as “a spin doctor of high prominence”. Wow! a “cognitive decline” #Elections2020 #cognitivedecline #JoeBiden #CNN,,The Bahamas,Biden,0.0
3308,"With the ""deliberate "" slow pace of the mailed in ballots through the postal system, one would think that #JoeBiden should be the one crying foul instead, not the spoiled crybaby on the other side.  No?
#Elections2020 #Election2020",,The Gambia,Biden,0.0
3309,"A #Biden win is certain now, the #Trump intimidation is what is keeping the officials from calling this what it is at this point.",,The Gambia,Biden,0.0
3310,@BannaJoof Have you noticed that #FoxNews has been the first to call the states for #Biden ?😃,,The Gambia,Biden,0.0
3311,Even #GEORGIA is now in play for #Biden .  This is turning out to a be a very devastating night for #Trump .  Sweet!🥂,,The Gambia,Biden,0.0
3312,Ya all remember when #Jammeh made that phone call to #Barrow congratulating him? Wonder if #Trump will do the same with #Biden!!,,The Gambia,Biden,0.0
3313,I've been waiting for THIS 👇! Congratulations to #JoeBiden the 46th President Elect!!!!! https://t.co/fP4VoDG1G5,,Trinidad and Tobago,Biden,1.0
3314,They said #joebiden and #KamlaHarris got the #juice now! https://t.co/jPHmgrblvf,,Trinidad and Tobago,Biden,1.0
3315,The W💫💫 won 🔵 #JoeBiden,,Trinidad and Tobago,Biden,1.0
3316,#Barca wins #Biden wins  🙌🏽🙌🏽❤️💙 https://t.co/YpGmKJ49IG,,Trinidad and Tobago,Biden,1.0
3317,"Rolling Stone endorses #Biden, calls #Trump ""categorically #unfit to be president""
😷🙂😷

https://t.co/hPOLWMbI3O",,Trinidad and Tobago,Biden,0.0
3318,"Donnie has very low energy tonight.

He knows he’s lost and his ego can’t handle it.

Start packing, Donnie. Your lies can’t overturn the will of the American people.

#JoeBiden will be moving in soon. https://t.co/2wKK370UE0 https://t.co/3jbGGLvchN",,Tunisia,Biden,31.0
3319,"#Biden 🤔😬 Nobody puts a lid on their campaign a week before an election... Trump is doing 3 rallies a day. When people show you how hard they’ll work for you, BELIEVE THEM. #Trump2020",,Tunisia,Biden,25.0
3320,"@maxbrooksauthor @MelBrooks GOD BLESS YOU.

Mel: Thank you for your brave service to America and your patriotism.

I will #VOTE
for #Biden.

I'm doing it for the thousands we have lost in 2020, including your beloved Carl.

I'm voting like I'm punching a Nazi.

LET'S GO
SAVE DEMOCRACY!

#Values #Decency https://t.co/2X73WI2SV6",,Tunisia,Biden,8.0
3321,"#Election2020 #Trump #Pence #Biden #Harris #Trump2020 #BidenHarris2020 #HealthCare 
Are you happy with #Obamacare/#ACA?",,Tunisia,Biden,5.0
3322,"Hey #Biden supporters, hey #BidenHarris2020 voters...the son of a bitch is as corrupt as we imagined... this isn’t funny, this isn’t an oops, this is direct proof of corruption. YOU CAN NOT VOTE FOR THIS GUY. He’s as crooked as they get. https://t.co/YxHDwYHsrB",,Tunisia,Biden,5.0
3323,"Saflar nasıl da belirginleşiyor.

Kureselci çete ile işbirliği halindeki İran yönetimi, ABD seçimlerini #JoeBiden'in kazanmasını istiyormuş.

Çin de Biden kazansin istiyor.

Ha bir de FETÖ Biden kazansin diye dua ediyor olmalı. https://t.co/dw8xC6u4iD",,Turkey,Biden,217.0
